index,Name of Project,Location,Source of Funds,% WT Actual,% WT Plan,Slippage,Contract Amount,No. of Days,Date Started,Target Date of Completion,Date Completed,Project Engineer,Implementor,Remarks,Report Date,Month,Year,Project Engineer/Site Engineer
2019-10-01,"Construction of Multi Purpose Building, Brgy. Afus",T'boli,CY 2018 CONT. APPRO. GF #123,75.2,81.36,-6.16,3292281.76,155,6/4/19,11/5/19,,MJ Dauz,JP BEATHRIZ CONST & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,Rehabilitation of Two CL School Building with Attached Toilet @ Edwards NHS,T'boli,PEO 8751-2019 CONT. APPRO CA-2019-24-SEF,100,100,0,643754.15,60,8/7/19,10/5/19,10/5/19,MJ Dauz,DEDASE CONST. SERVICES,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of Stage, Brgy. Laconon",T'boli,CY 2018 20% LDF,50.43,51.61,-1.18,992996.73,60,9/19/19,11/18/19,,MJ Dauz,NIRVANA CONST. & SUPPLIES,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Gabion/Dike, Brgy. Klinan 6",Polomolok,2018 NON-OFFICE PDRRMF 3.A.8,77.96,75.86,2.1,5353075.72,124,12/16/18,10/30/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,Completion of Sports learning Center @ Glamang NHS,Polomolok,SEF SB #2-B.1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,64.61,59.97,4.64,990356.9,90,2/25/19,11/27/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Const. of one (1) Unit Warehouse and Drier @ Brgy. Kinilis, Polomolok & Brgy. Poblacion, Tampakan",Polomolok & Tampakan,PRDP,100,100,0,2994969.77,160,11/3/18,7/7/19,10/25/19,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of Lined Canal @ Sitio Bio, Brgy. Lapu",Polomolok,PDRRM 2018,19.06,26.26,-7.2,6568450.49,217,6/9/19,1/11/20,,J JANUTO,DUMALAG SURVEYING & ENG'G. SERVICES,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Lying-in Clinic, Brgy. Koronadal Proper",Polomolok,CY 2018 20% LDF,30.05,32.95,-2.9,1995918.45,160,6/4/19,11/10/19,,J JANUTO,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of 180 ln.m Lined Canal, Purok Malabarbas, Poblacion",Polomolok,PDRRMO-2019 CONT APPRO CA-2019-26-CAL,96,83.6,12.4,596853.51,50,9/13/19,11/1/19,,J JANUTO,JAMI CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Multipurpose Building, Brgy. Klinan 6",Polomolok,CY 2019 20% LDF,0.23,0.23,0,3184579.97,120,10/21/19,2/17/20,,J JANUTO,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Market, Brgy. Silway 7",Polomolok,1011-PGO STAFF-20% LDF (1.1.1),0.37,0.37,0,1991854.74,125,10/21/19,2/22/20,,J JANUTO,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2019-10-01,October,2019,
2019-10-01,"Rehabilitation and Improvement of Salaguidan Bridge, Brgy. Palian",Tupi,PDRRMO-2019 conti appro-ca-2019-27-CAL,0,56.82,-56.82,6487695.43,120,8/4/19,12/1/19,,J JANUTO,FH GOPITEO CONST. & SUPPLY,"On-going; VARIATION ORDER & REVISED PLAN WERE ALREADY APPROVED, WAITING FOR THE DELIVERY 9.5mmX310mmX600mm STEEL SHEET PILES",2019-10-01,October,2019,
2019-10-01,Completion of Sports Learning Center @ Miasong Elementary School,Tupi,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,95.89,100,-4.11,997275.95,120,1/21/19,5/20/19,,A. DEMETILLO,MS LAGMAN TRACTORS & CONST. INC.,On-going; subject for LD,2019-10-01,October,2019,
2019-10-01,Upgrading of Nhwy. Jct.-Acmonan Road,Tupi,PEO-8751 20% LDF,56.38,45.01,11.37,14952417.62,150,7/4/19,11/30/19,,A BARRIENTOS,PASE CONSTRUCTION,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Level II Water Supply in Brgy. Kablon,Tupi,EMBASSY OF JAPAN PROJECT; DBP 5776-935-2; DBP 1057-935-1,0.83,0.32,0.51,4245173.08,120,10/13/19,2/9/20,,A BARRIENTOS,JAMI CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Covered Court, Brgy. Pula Bato",Tampakan,2018 CONT. APPRO GF #304,96.17,100,-3.83,4066740.44,210,9/4/18,4/15/19,,A DEMETILLO,ILON MULTIBUILDERS CO.,On-going; subject for LD,2019-10-01,October,2019,
2019-10-01,"Const. of Salway Box Culvert, Brgy. Tablu",Tampakan,9999-Non-Office 5% CF,100,100,0,2987473.44,135,12/26/17,6/29/19,9/27/19,A BARRIENTOS,MFN BUILDERS,Completed,2019-10-01,October,2019,
2019-10-01,"Construction of Multipurpose Building, Brgy. Morales",Koronadal City,PGO-STAFF-1011-20% LDF 2019,2.14,1.23,0.91,3164586.92,120,10/13/19,2/9/20,,A BARRIENTOS,ALEXANDER BUILDERS,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Water System @ Brgy. Carpenter Hill,Koronadal City,CY 2018 20% LDF 4.4.1,100,100,0,4911276.54,256,9/23/18,6/5/19,10/18/19,S RENTOZA,DUMALAG SURVEYING & ENG'G. SERVICES,Completed,2019-10-01,October,2019,
2019-10-01,Construction of Special Drug Education & Rehabilitation Facility (SCRDC),Koronadal City,1011-PGO-STAFF-P/P-999.1-PEACE & ORDER PROGRAM,72.97,82.62,-9.65,19833675.04,250,1/30/19,12/20/19,,S RENTOZA,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Three (3)-Storey Provincial Capitol Bldg. Complex (Left Wing), Capitol Compound",Koronadal City,PEO-8751-2019 CONST. APPRO CA-2019-63-GF,14.9,13.76,1.14,189298000,365,3/17/19,8/26/20,,S RENTOZA,SKYNET CONSTRUCTION & ENG'G. SERVICES/FREDEN CONSTRUCTION-JOINT VENTURE,On-going,2019-10-01,October,2019,
2019-10-01,"Upgrading of Façade, CR and Drainage System, SCGCC Compound",Koronadal City,CY 2018 CONT. APPROP. GF#142,66.04,32.7,33.34,10979927.1,250,1/24/19,1/8/20,,E SOLATORIO,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2019-10-01,October,2019,
2019-10-01,Total Rehabilitation of Riverbank @ Brgy. New Pangasinan,Koronadal City,2018 CONT. APPRO PDRRMF #3,95.56,100,-4.44,4995050.22,97,3/19/19,8/9/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going; subject for LD,2019-10-01,October,2019,
2019-10-01,Construction of Water System @ UP School of Health Campus,Koronadal City,UP SOCOT-P/P SB#1-999-CONST. OF WATER SYSTEM,79.58,100,-20.42,2978927.25,91,3/18/19,6/16/19,,E SOLATORIO,DUMALAG SURVEYING & ENG'G. SERVICES,On-going; subject for LD,2019-10-01,October,2019,
2019-10-01,"Construction of 1394 mtrs. Flood Control Lining along Prk. Pag-asa to Prk. Matagumpay, Brgy. Magsaysay ",Koronadal City,PDRRM 2018,70.05,66.37,3.68,7385135.48,201,6/3/19,12/20/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Riprap Repair of Bulok Creek from Prk. Masipag Bridge to Day Care Center, Brgy. Sta. Cruz",Koronadal City,2018 TRUST FUND,70.39,68.67,1.72,4392937.36,145,7/4/19,11/26/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Stage, Brgy. Saravia",Koronadal City,PGO STAFF 1011-20% LDF 2019,99.06,99.06,0,987428.18,85,8/4/19,10/27/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Water System for Female Inmates,Koronadal City,2019 CONT. APPRO.-CA-2019-61-GF,16.3,13.86,2.44,1495099.25,100,9/25/19,1/1/20,,E SOLATORIO,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Lined Canal along Sta Cruz-Mambucal Provincial Road,Koronadal City,PEO-8751-20% LDF (8.1.1),19.78,1.04,18.74,4991369.63,110,10/15/19,2/1/0120,,E SOLATORIO,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Stage, Brgy. Caloocan",Koronadal City,PGO STAFF 1011-20% LDF 2019,59.37,33.39,25.98,990564.57,60,9/25/19,11/23/19,,E SOLATORIO,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-10-01,October,2019,
2019-10-01,"Construction of Multipurpose Building, Brgy. Poblacion",Tantangan,2018 20% LDF,100,100,0,3085788.47,180,12/9/18,6/6/19,9/26/19,S RENTOZA,MIGO CONSTRUCTION,Completed,2019-10-01,October,2019,
2019-10-01,Upgrading of Tantangan-Norala (Tinago-Dumadalig Road),Tantangan,2019 CONT. APPRO GF-112,48.72,32.27,16.45,9990000,150,8/1/19,12/28/19,,S RENTOZA,FREDEN CONSTRUCTION,On-going,2019-10-01,October,2019,
2019-10-01,Construction of Halfway House under Conprehensive Local Integration Program (CLIP),Tantangan,TRUST FUND-CLIP 2017,85.57,100,-14.43,4994725.72,150,2/3/19,9/20/19,,A DEMETILLO,NIRVANA CONST. & SUPPLIES,On-going; subject for LD,2019-10-01,October,2019,
2019-11-01,"Construction of Gabion/Dike, Brgy. Klinan 6",Polomolok,2018 NON-OFFICE PDRRMF 3.A.8,97.25,100,-2.75,5353075.72,139,12/16/18,11/14/19,,,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,Completion of Sports learning Center @ Glamang NHS,Polomolok,SEF SB #2-B.1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,96.49,99.35,-2.86,990356.9,90,2/25/19,11/27/19,,,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of Lined Canal @ Sitio Bio, Brgy. Lapu",Polomolok,PDRRM 2018,19.06,50.65,-31.59,6568450.49,217,6/9/19,1/11/20,,,DUMALAG SURVEYING & ENG'G. SERVICES,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of Lying-in Clinic, Brgy. Koronadal Proper",Polomolok,CY 2018 20% LDF,46.54,52.4,-5.86,1995918.45,195,6/4/19,12/15/19,,,FH GOPITEO CONST. & SUPPLY,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of 180 ln.m Lined Canal, Purok Malabarbas, Poblacion",Polomolok,PDRRMO-2019 CONT APPRO CA-2019-26-CAL,100,87.53,12.47,596853.51,50,9/13/19,11/1/19,10/28/19,,JAMI CONST. & SUPPLY,Completed,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of Multipurpose Building, Brgy. Klinan 6",Polomolok,CY 2019 20% LDF,16.29,7.16,9.13,3184579.97,120,10/21/19,2/17/20,,,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of Market, Brgy. Silway 7",Polomolok,1011-PGO STAFF-20% LDF (1.1.1),14.42,1.83,12.59,1991854.74,125,10/21/19,2/22/20,,,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,Upgrading of Jct. Nhwy.-Sulit-Bentung-Crossing Aflek Road,Polomolok,,8.44,6.7,1.74,18481781.89,116,10/30/19,2/22/20,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Rehabilitation and Improvement of Salaguidan Bridge, Brgy. Palian",Tupi,PDRRMO-2019 conti appro-ca-2019-27-CAL,0,0.06,-0.06,6487695.43,120,8/4/19,12/1/19,,,FH GOPITEO CONST. & SUPPLY,"On-going; VARIATION ORDER & REVISED PLAN WERE ALREADY APPROVED, WAITING FOR THE DELIVERY 9.5mmX310mmX600mm STEEL SHEET PILES",2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,Completion of Sports Learning Center @ Miasong Elementary School,Tupi,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,95.89,100,-4.11,997275.95,120,1/21/19,5/20/19,,,MS LAGMAN TRACTORS & CONST. INC.,On-going; subject for LD,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,Upgrading of Nhwy. Jct.-Acmonan Road,Tupi,PEO-8751 20% LDF,85.36,97.71,-12.35,14952417.62,150,7/4/19,11/30/19,,,PASE CONSTRUCTION,On-going,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,Construction of Level II Water Supply in Brgy. Kablon,Tupi,EMBASSY OF JAPAN PROJECT; DBP 5776-935-2; DBP 1057-935-1,38.3,5.81,32.49,4245173.08,120,10/13/19,2/9/20,,,JAMI CONST. & SUPPLY,On-going,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,Upgrading of Jct. Nhwy.-Cebuano-Kipalbig Bdry. Road,Tupi,DILG-CMGP 2019,1.49,4.09,-2.6,22514877.11,135,11/4/19,3/17/20,,,BETTER WORK CONSTRUCTION,On-going,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,Construction of Gym Additional Span and Concrete Bleacher,Tupi,1011-PGO-STAFF (20% LDF),9.86,1.88,7.98,1984654.32,90,11/5/19,2/2/20,,,NIRVANA CONST. & SUPPLIES,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of Covered Court, Brgy. Pula Bato",Tampakan,2018 CONT. APPRO GF #304,96.17,100,-3.83,4066740.44,210,9/4/18,4/15/19,,,ILON MULTIBUILDERS CO.,On-going; subject for LD,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,"Construction of Lined Canal, Poblacion",Tampakan,,14.67,2.31,12.36,1701247.36,98,11/19/19,2/24/20,,,JHTC CONSTRUCTION & SUPPLIES,On-going,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,"Construction of Multipurpose Building, Brgy. Kipalbig",Tampakan,,6.04,0.55,5.49,2990203.12,120,11/20/19,3/18/20,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,Upgrading of Tampakan-Tablu-Boundary Road,Tampakan,,2.44,3.29,-0.85,43773,92,11/4/19,2/3/20,,,BETTER WORK CONSTRUCTION,On-going,2019-11-01,November,2019,A BARRIENTOS /Z TUMALA
2019-11-01,Upgrading of Tampakan-Sta. Cruz-Topland Boundary Road,Tampakan,CMGP CY 2018,100,100,0,22179490.33,190,8/8/18,3/27/19,11/30/19,,Dalanon Construction,Completed,2019-11-01,November,2019,A BARRIENTOS
2019-11-01,"Construction of Datal Bob Bridge, T'boli",T'boli,Peo 8751-20% LDF,0.21,0.05,0.16,22483588,265,11/20/19,8/10/20,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of Stage, Brgy. Lambangan",T'boli,PGO STAFF 1011-20% LDF,4.19,6.63,-2.44,990062.78,60,11/12/19,1/10/20,,,DEDASE CONST. SERVICES,On-going,2019-11-01,November,2019,A BARRIENTOS /PM PADUA
2019-11-01,"Construction of Stage, Brgy. Saravia",Koronadal City,PGO STAFF 1011-20% LDF 2019,100,100,0,987428.18,85,8/4/19,10/27/19,10/27/19,,FH GOPITEO CONST. & SUPPLY,Completed,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,Construction of Lined Canal along Sta Cruz-Mambucal Provincial Road,Koronadal City,PEO-8751-20% LDF (8.1.1),30.85,23.96,6.89,4991369.63,110,10/15/19,2/1/0120,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,"Construction of Multipurpose Building, Brgy. Morales",Koronadal City,PGO-STAFF-1011-20% LDF 2019,21.83,11.95,9.88,3164586.92,120,10/13/19,2/9/20,,,ALEXANDER BUILDERS,On-going,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,Construction of Special Drug Education & Rehabilitation Facility (SCRDC),Koronadal City,1011-PGO-STAFF-P/P-999.1-PEACE & ORDER PROGRAM,89.33,91.18,-1.85,19833675.04,250,1/30/19,12/20/19,,,FH GOPITEO CONST. & SUPPLY,On-going,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,"Construction of Three (3)-Storey Provincial Capitol Bldg. Complex (Left Wing), Capitol Compound",Koronadal City,PEO-8751-2019 CONST. APPRO CA-2019-63-GF,25.1,22.22,2.88,189298000,365,3/17/19,8/26/20,,,SKYNET CONSTRUCTION & ENG'G. SERVICES/FREDEN CONSTRUCTION-JOINT VENTURE,On-going,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,"Upgrading of Façade, CR and Drainage System, SCGCC Compound",Koronadal City,CY 2018 CONT. APPROP. GF#142,69.03,62,7.03,10979927.1,250,1/24/19,1/8/20,,,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,Total Rehabilitation of Riverbank @ Brgy. New Pangasinan,Koronadal City,2018 CONT. APPRO PDRRMF #3,95.56,100,-4.44,4995050.22,97,3/19/19,8/9/19,,,FH GOPITEO CONST. & SUPPLY,On-going; subject for LD,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,Construction of Water System @ UP School of Health Campus,Koronadal City,UP SOCOT-P/P SB#1-999-CONST. OF WATER SYSTEM,83.19,100,-16.81,2978927.25,91,3/18/19,6/16/19,,,DUMALAG SURVEYING & ENG'G. SERVICES,On-going; subject for LD,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,"Construction of 1394 mtrs. Flood Control Lining along Prk. Pag-asa to Prk. Matagumpay, Brgy. Magsaysay ",Koronadal City,PDRRM 2018,85.13,84.2,0.93,7385135.48,201,6/3/19,12/20/19,,,FH GOPITEO CONST. & SUPPLY,On-going,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,"Riprap Repair of Bulok Creek from Prk. Masipag Bridge to Day Care Center, Brgy. Sta. Cruz",Koronadal City,2018 TRUST FUND,100,100,0,4392937.36,145,7/4/19,11/26/19,11/26/19,,FH GOPITEO CONST. & SUPPLY,Completed,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,Construction of Water System for Female Inmates,Koronadal City,2019 CONT. APPRO.-CA-2019-61-GF,61.69,37.4,24.29,1495099.25,100,9/25/19,1/1/20,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,"Construction of Stage, Brgy. Caloocan",Koronadal City,PGO STAFF 1011-20% LDF 2019,100,100,0,990564.57,60,9/25/19,11/23/19,11/23/19,,CYRUS JAMES BUILDERS & SUPPLIES,Completed,2019-11-01,November,2019,S RENTOZA
2019-11-01,"Improvement of UP-SHS School and Facilities: Construction of Maternity House, Brgy. Carpenter Hii",Koronadal City,PEO-8571-2019 CONT. APPRO CA-2019-22-GF,1.53,1.33,0.2,5095621.65,195,11/19/19,5/31/20,,,MIGO CONSTRUCTION,On-going,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,"Construction of Bleacher, Prk. Villegas, Brgy. Zone III",Koronadal City,"1011-PGO StaFF-P/P-999.9.4-BRGY. FACILITIES, CONST. & IMPROV'T. PROGRAM",16.36,8.96,7.4,989999.77,70,11/18/19,1/26/20,,,JANMARIE CONST. SERVICE & SUPPLY,On-going,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,"Construction of Bleacher, Brgy. San Isidro, Koronadal City",Koronadal City,1011-OGO STAFF-20% LDF (1.1.1),29.96,16.32,13.64,950575.1,60,10/28/19,12/26/19,,,ALEXANDER BUILDERS,On-going,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,"Construction of Bleacher, Brgy. New Pangasinan",Koronadal City,,17.73,17.3,0.43,993273.61,60,11/4/19,1/2/19,,,JHTC CONSTRUCTION & SUPPLIES,On-going,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,Upgrading of Jct. Nhwy.-New Iloilo-Cabuling-New Lambunao Bdry. Road,Koronadal City,,9.28,1.04,8.24,27393159.17,172,11/4/19,4/23/20,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,Upgrading of Tantangan-Norala (Tinago-Dumadalig Road),Tantangan,2019 CONT. APPRO GF-112,84.27,27.81,56.46,9990000,150,8/1/19,12/26/19,,,FREDEN CONSTRUCTION,On-going,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,Construction of Halfway House under Conprehensive Local Integration Program (CLIP),Tantangan,TRUST FUND-CLIP 2017,94.4,100,-5.6,4994725.72,150,2/3/19,9/20/19,,,NIRVANA CONST. & SUPPLIES,On-going; subject for LD,2019-11-01,November,2019,S RENTOZA/E LA-AS
2019-11-01,Upgrading of Jct. Nhwy.-Poblacion-Tantangan-Tacub-Tinago Bdry. Road,Tantangan,,15.15,2.36,12.79,16479878.18,146,11/4/19,3/28/20,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,S RENTOZA/J BREBONERIA
2019-11-01,Upgrading of Jct. Nhwy.-El Nonok Road,Banga,Peo 8751-20% LDF,77.76,63.77,13.99,14952096.6,150,8/4/19,12/31/19,,,GABRIELLAS ENTERPRISES,On-going,2019-11-01,November,2019,E SOLATORIO
2019-11-01,Construction of Prk. Pag-asa Box Culvert @ Brgy. Rizal (3),Banga,PDRRM-TF-PROPER (DBP 1057-935-1),100,100,0,2493081.18,120,3/6/19,10/5/19,10/31/19,,ROCKSTONE CONST. SERVICES & SUPPLY,Completed,2019-11-01,November,2019,E SOLATORIO
2019-11-01,"Construction of Senior Citizen Bldg., Brgy. Lambingi",Banga,"1011-PGO-STAFF-P/P-999.10.d-BRGY. FACILITIES, CONST. & IMPROV'T. PROG.",100,100,0,1474934.84,115,6/4/19,11/22/19,11/22/19,,BETTER WORK CONSTRUCTION,Completed,2019-11-01,November,2019,E SOLATORIO
2019-11-01,"Construction of Water System, Brgy. El Nonok",Banga,CY 2018 20% LDF,100,100,0,1994684.44,134,6/3/19,10/14/19,11/4/19,,FH GOPITEO CONST. & SUPPLY,Completed,2019-11-01,November,2019,E SOLATORIO
2019-11-01,"Construction of Stage, Brgy. San Jose",Banga,PGO-STAFF-1011-2019 20% LDF,100,100,0,932578.34,60,9/19/19,11/17/19,11/17/19,,JAMI CONST. & SUPPLY,Completed,2019-11-01,November,2019,E SOLATORIO
2019-11-01,"Renovation of Barangay Hall, Brgy. El Nonok",Banga,PEO 8751 CA-2019-140-GF,12.09,11.65,0.44,1614545.07,120,10/15/19,2/11/20,,,CYRUS JAMES BUILDERS & SUPPLIES,On-going,2019-11-01,November,2019,E SOLATORIO
2019-11-01,Construction of Water System @ Purok Upper Riverside,Banga,,0.41,1,-0.59,1498224.43,120,11/19/19,3/17/20,,,JHTC CONSTRUCTION & SUPPLIES,On-going,2019-11-01,November,2019,E SOLATORIO
2019-11-01,"Construction of Day Care Center, Sitio Lamaha, Brgy. Talahik",Surallah,CY 2018 CONT. APPRO GF #45,85.49,100,-14.51,1394757.61,125,7/3/19,11/4/19,,,LTB BUILDERS & CONST.,On-going,2019-11-01,November,2019,E SOLATORIO
2019-11-01,Upgrading of Canahay Road Approaching Canahay Concrete Bridge,Surallah,2019 CONT. APPRO GF-106,77.72,87.09,-9.37,4649620.95,105,7/31/19,12/8/19,,,CRISNARD CONST. & SUPPLY,On-going,2019-11-01,November,2019,E SOLATORIO
2019-11-01,"Construction of 4.0mx6.0mx8.0m Box Culvert, Brgy. Little Baguio",Surallah,PDRRM-IP-2018,0.19,0.19,0,4987770.35,250,11/19/19,7/25/20,,,RIT CONSTRUCTION & SUPPLIES,On-going,2019-11-01,November,2019,E SOLATORIO
2019-11-01,Conc. of Provincial Road Lapus to Brgy. Liberty,Norala,CY 2018 CONT. APPROP. GF #75,90.87,76.98,13.89,17240000,125,3/29/18,12/4/19,,,FREDEN CONSTRUCTION,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,"Upgrading of San Isidro - Katipunan, Sto. Niño - Lopez Jaena Road",Norala,PEO 8751 (2019 CONT. APPRO) CA-2019-110-GF,97.78,61.16,36.62,34966000.73,300,3/21/19,1/14/20,,,FH GOPITEO CONST. & SUPPLY,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,"Const. of Water System @ Sitio Cajanedo, Brgy. Teresita",Sto. Niño,CY 2018 20% LDF,76.31,100,-23.69,1494949.16,145,6/3/19,11/24/19,,,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,"Construction of Lined Canal @ Jct. Provincial Road M. Roxas-Poblacion, Sto. Niño Road",Sto. Niño,PDRRMO-2019 CONT. APPRO CA-2019-10-CAL,68.91,60.56,8.35,2593340.2,148,7/31/19,12/25/19,,,CRISNARD CONST. & SUPPLY,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,"Construction of Purok Stage, Brgy. Katipunan",Sto. Niño,"1011-PGO-STAFF-P/P-999.9.4-BDP-BRGY. FACILITIES, CONST. & IMPROV'T. PROGRAM",100,100,0,197262.96,60,9/19/19,11/17/19,11/17/19,,NIRVANA CONST. & SUPPLIES,Completed,2019-11-01,November,2019,J AGUILAR
2019-11-01,Upgrading of Lower Maculan-Halilan Road,Lake Sebu,2018-20% LDF,55.19,62.8,-7.61,9988693.77,195,6/3/19,12/14/19,,,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,"Construction of Multi Purpose Building, Brgy. Lamfugon",Lake Sebu,CY 2018 20% LDF,32.17,100,-67.83,2136725.07,90,8/7/19,11/4/19,,,ACJ CONSTRUCTION RESOURCES,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,"Construction of Day Care Center, Brgy. Lamfugon",Lake Sebu,2018 CONT APPRO SEF #47,44.6,100,-55.4,1357680.01,90,8/7/19,9/29/19,,,ACJ CONSTRUCTION RESOURCES,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,Upgrading of Poblacion-Lugan Road,Lake Sebu,,19.43,18.62,0.81,15596460.79,300,8/4/19,5/29/20,,,THREE G BUILDERS,On-going,2019-11-01,November,2019,J AGUILAR
2019-11-01,"Construction of 2CL (7x9) Bldg. with Attached Toilet, Block 3, E/S, Brgy. Ned",Lake Sebu,CY 2018-SEF,65.41,100,-34.59,2145701.19,205,3/13/19,11/9/19,,,NIRVANA CONST. & SUPPLIES,On-going,2019-11-01,November,2019,J AGUILAR
